SampleIndex,GridRow,GridI,GridJ,GridK,Label,Temperature_C,t,x,y,W25,W_T,DeltaW_Exact,SegmentIndex,SegmentName,SampleWeight,DeltaW_Pred,DeltaW_Error,AbsDeltaW_Error,W_Corrected,W_ErrorBeforeCorrection,AbsW_ErrorBeforeCorrection,W_ErrorAfterCorrection,AbsW_ErrorAfterCorrection
28,68,1,23,19,T45,43,0.274809160305344,0.156823255813954,0.397558139534884,0,0,0,1,LOW,1,-0.00213241506601292,-0.00213241506601292,0.00213241506601292,0,0,0,0,0
29,69,1,24,18,T45,43,0.274809160305344,0.156472093023256,0.413337209302326,0,0,0,1,LOW,1,-0.00201713617576995,-0.00201713617576995,0.00201713617576995,0,0,0,0,0
30,70,1,25,17,T45,43,0.274809160305344,0.156120930232558,0.429116279069767,0,0,0,1,LOW,1,-0.00187480123085092,-0.00187480123085092,0.00187480123085092,0,0,0,0,0
31,71,1,26,16,T45,43,0.274809160305344,0.15576976744186,0.444895348837209,0,0,0,1,LOW,1,-0.00170541023125581,-0.00170541023125581,0.00170541023125581,0,0,0,0,0
32,72,1,27,15,T45,43,0.274809160305344,0.155418604651163,0.460674418604651,0,0,0,1,LOW,1,-0.00150896317698461,-0.00150896317698461,0.00150896317698461,0,0,0,0,0
33,73,1,28,14,T45,43,0.274809160305344,0.155067441860465,0.476453488372093,0,0,0,1,LOW,1,-0.00128546006803735,-0.00128546006803735,0.00128546006803735,0,0,0,0,0
34,74,1,29,13,T45,43,0.274809160305344,0.154716279069767,0.492232558139535,0,0,0,1,LOW,1,-0.00103490090441402,-0.00103490090441402,0.00103490090441402,0,0,0,0,0
35,75,1,30,12,T45,43,0.274809160305344,0.15436511627907,0.508011627906977,0,0,0,1,LOW,1,-0.0007572856861146,-0.0007572856861146,0.0007572856861146,0,0,0,0,0
36,76,1,31,11,T45,43,0.274809160305344,0.154013953488372,0.523790697674419,0,0,0,1,LOW,1,-0.000452614413139127,-0.000452614413139127,0.000452614413139127,0,0,0,0,0
37,77,1,32,10,T45,43,0.274809160305344,0.153662790697674,0.53956976744186,0,0,0,1,LOW,1,-0.000120887085487592,-0.000120887085487592,0.000120887085487592,0,0,0,0,0
38,78,1,33,9,T45,43,0.274809160305344,0.153311627906977,0.555348837209302,0,0,0,1,LOW,1,0.000237896296840033,0.000237896296840033,0.000237896296840033,0.000237896296840033,0,0,0.000237896296840033,0.000237896296840033
39,79,1,34,8,T45,43,0.274809160305344,0.152960465116279,0.571127906976744,0,0,0,1,LOW,1,0.000623735733843728,0.000623735733843728,0.000623735733843728,0.000623735733843728,0,0,0.000623735733843728,0.000623735733843728
40,80,1,35,7,T45,43,0.274809160305344,0.152609302325581,0.586906976744186,0,0,0,1,LOW,1,0.0010366312255235,0.0010366312255235,0.0010366312255235,0.0010366312255235,0,0,0.0010366312255235,0.0010366312255235
41,81,1,36,6,T45,43,0.274809160305344,0.152258139534884,0.602686046511628,0,0,0,1,LOW,1,0.00147658277187934,0.00147658277187934,0.00147658277187934,0.00147658277187934,0,0,0.00147658277187934,0.00147658277187934
42,82,1,37,5,T45,43,0.274809160305344,0.151906976744186,0.61846511627907,0,0,0,1,LOW,1,0.00194359037291125,0.00194359037291125,0.00194359037291125,0.00194359037291125,0,0,0.00194359037291125,0.00194359037291125
43,83,1,38,4,T45,43,0.274809160305344,0.151555813953488,0.634244186046512,0,0,0,1,LOW,1,0.00243765402861925,0.00243765402861925,0.00243765402861925,0.00243765402861925,0,0,0.00243765402861925,0.00243765402861925
44,84,1,39,3,T45,43,0.274809160305344,0.151204651162791,0.650023255813953,0,0,0,1,LOW,1,0.00295877373900326,0.00295877373900326,0.00295877373900326,0.00295877373900326,0,0,0.00295877373900326,0.00295877373900326
45,85,1,40,2,T45,43,0.274809160305344,0.150853488372093,0.665802325581395,0,0,0,1,LOW,1,0.00350694950406339,0.00350694950406339,0.00350694950406339,0.00350694950406339,0,0,0.00350694950406339,0.00350694950406339
46,86,1,41,1,T45,43,0.274809160305344,0.150502325581395,0.681581395348837,0,0,0,1,LOW,1,0.0040821813237996,0.0040821813237996,0.0040821813237996,0.0040821813237996,0,0,0.0040821813237996,0.0040821813237996
47,87,1,42,0,T45,43,0.274809160305344,0.150151162790698,0.697360465116279,0,0,0,1,LOW,1,0.00468446919821187,0.00468446919821187,0.00468446919821187,0.00468446919821187,0,0,0.00468446919821187,0.00468446919821187
48,89,2,1,40,T45,43,0.274809160305344,0.177348837209302,0.0566581395348837,0.382072526678449,0.38146800074671,-0.000604525931738764,2,MID,1.03627155590433,-0.0246199612870315,-0.0240154353552928,0.0240154353552928,0.357452565391417,0.000604525931738986,0.000604525931738986,-0.0240154353552925,0.0240154353552925
49,90,2,2,39,T45,43,0.274809160305344,0.176997674418605,0.0724372093023256,0.239062758725675,0.262447883056974,0.0233851243312987,1,LOW,2.40310745987792,0.00694570209886174,-0.016439422232437,0.016439422232437,0.246008460824537,-0.023385124331299,0.023385124331299,-0.0164394222324372,0.0164394222324372
50,91,2,3,38,T45,43,0.274809160305344,0.176646511627907,0.0882162790697674,0.124544498409412,0.147350761976123,0.0228062635667105,1,LOW,2.36837581400263,0.00495762388065905,-0.0178486396860515,0.0178486396860515,0.129502122290071,-0.022806263566711,0.022806263566711,-0.017848639686052,0.017848639686052
51,92,2,4,37,T45,43,0.274809160305344,0.176295348837209,0.103995348837209,0.0338759913668531,0.0515776733234216,0.0177016819565685,1,LOW,2.06210091739411,0.00254718803959808,-0.0151544939169704,0.0151544939169704,0.0364231794064512,-0.0177016819565685,0.0177016819565685,-0.0151544939169704,0.0151544939169704
52,93,2,5,36,T45,43,0.274809160305344,0.175944186046512,0.119774418604651,0,0,0,1,LOW,1,0.00123697966616923,0.00123697966616923,0.00123697966616923,0.00123697966616923,0,0,0.00123697966616923,0.00123697966616923
53,94,2,6,35,T45,43,0.274809160305344,0.175593023255814,0.135553488372093,0,0,0,1,LOW,1,0.0008432816639626,0.0008432816639626,0.0008432816639626,0.0008432816639626,0,0,0.0008432816639626,0.0008432816639626
54,95,2,7,34,T45,43,0.274809160305344,0.175241860465116,0.151332558139535,0,0,0,1,LOW,1,0.000476639716432044,0.000476639716432044,0.000476639716432044,0.000476639716432044,0,0,0.000476639716432044,0.000476639716432044
55,96,2,8,33,T45,43,0.274809160305344,0.174890697674419,0.167111627906977,0,0,0,1,LOW,1,0.000137053823577629,0.000137053823577629,0.000137053823577629,0.000137053823577629,0,0,0.000137053823577629,0.000137053823577629
56,97,2,9,32,T45,43,0.274809160305344,0.174539534883721,0.182890697674419,0,0,0,1,LOW,1,-0.000175476014600782,-0.000175476014600782,0.000175476014600782,0,0,0,0,0
57,98,2,10,31,T45,43,0.274809160305344,0.174188372093023,0.19866976744186,0,0,0,1,LOW,1,-0.000460949798103102,-0.000460949798103102,0.000460949798103102,0,0,0,0,0
58,99,2,11,30,T45,43,0.274809160305344,0.173837209302326,0.214448837209302,0,0,0,1,LOW,1,-0.000719367526929306,-0.000719367526929306,0.000719367526929306,0,0,0,0,0
59,100,2,12,29,T45,43,0.274809160305344,0.173486046511628,0.230227906976744,0,0,0,1,LOW,1,-0.000950729201079498,-0.000950729201079498,0.000950729201079498,0,0,0,0,0
60,101,2,13,28,T45,43,0.274809160305344,0.17313488372093,0.246006976744186,0,0,0,1,LOW,1,-0.00115503482055362,-0.00115503482055362,0.00115503482055362,0,0,0,0,0
61,102,2,14,27,T45,43,0.274809160305344,0.172783720930233,0.261786046511628,0,0,0,1,LOW,1,-0.00133228438535161,-0.00133228438535161,0.00133228438535161,0,0,0,0,0
62,103,2,15,26,T45,43,0.274809160305344,0.172432558139535,0.27756511627907,0,0,0,1,LOW,1,-0.00148247789547358,-0.00148247789547358,0.00148247789547358,0,0,0,0,0
63,104,2,16,25,T45,43,0.274809160305344,0.172081395348837,0.293344186046512,0,0,0,1,LOW,1,-0.00160561535091948,-0.00160561535091948,0.00160561535091948,0,0,0,0,0
64,105,2,17,24,T45,43,0.274809160305344,0.17173023255814,0.309123255813953,0,0,0,1,LOW,1,-0.00170169675168925,-0.00170169675168925,0.00170169675168925,0,0,0,0,0
65,106,2,18,23,T45,43,0.274809160305344,0.171379069767442,0.324902325581395,0,0,0,1,LOW,1,-0.00177072209778301,-0.00177072209778301,0.00177072209778301,0,0,0,0,0
66,107,2,19,22,T45,43,0.274809160305344,0.171027906976744,0.340681395348837,0,0,0,1,LOW,1,-0.00181269138920069,-0.00181269138920069,0.00181269138920069,0,0,0,0,0
67,108,2,20,21,T45,43,0.274809160305344,0.170676744186047,0.356460465116279,0,0,0,1,LOW,1,-0.00182760462594226,-0.00182760462594226,0.00182760462594226,0,0,0,0,0
68,109,2,21,20,T45,43,0.274809160305344,0.170325581395349,0.372239534883721,0,0,0,1,LOW,1,-0.00181546180800779,-0.00181546180800779,0.00181546180800779,0,0,0,0,0
69,110,2,22,19,T45,43,0.274809160305344,0.169974418604651,0.388018604651163,0,0,0,1,LOW,1,-0.00177626293539725,-0.00177626293539725,0.00177626293539725,0,0,0,0,0
70,111,2,23,18,T45,43,0.274809160305344,0.169623255813953,0.403797674418605,0,0,0,1,LOW,1,-0.00171000800811064,-0.00171000800811064,0.00171000800811064,0,0,0,0,0
71,112,2,24,17,T45,43,0.274809160305344,0.169272093023256,0.419576744186046,0,0,0,1,LOW,1,-0.00161669702614793,-0.00161669702614793,0.00161669702614793,0,0,0,0,0
72,113,2,25,16,T45,43,0.274809160305344,0.168920930232558,0.435355813953488,0,0,0,1,LOW,1,-0.00149632998950917,-0.00149632998950917,0.00149632998950917,0,0,0,0,0
73,114,2,26,15,T45,43,0.274809160305344,0.16856976744186,0.45113488372093,0,0,0,1,LOW,1,-0.00134890689819434,-0.00134890689819434,0.00134890689819434,0,0,0,0,0
74,115,2,27,14,T45,43,0.274809160305344,0.168218604651163,0.466913953488372,0,0,0,1,LOW,1,-0.00117442775220341,-0.00117442775220341,0.00117442775220341,0,0,0,0,0
75,116,2,28,13,T45,43,0.274809160305344,0.167867441860465,0.482693023255814,0,0,0,1,LOW,1,-0.000972892551536434,-0.000972892551536434,0.000972892551536434,0,0,0,0,0
76,117,2,29,12,T45,43,0.274809160305344,0.167516279069767,0.498472093023256,0,0,0,1,LOW,1,-0.000744301296193384,-0.000744301296193384,0.000744301296193384,0,0,0,0,0
77,118,2,30,11,T45,43,0.274809160305344,0.16716511627907,0.514251162790698,0,0,0,1,LOW,1,-0.000488653986174244,-0.000488653986174244,0.000488653986174244,0,0,0,0,0
78,119,2,31,10,T45,43,0.274809160305344,0.166813953488372,0.53003023255814,0,0,0,1,LOW,1,-0.000205950621479047,-0.000205950621479047,0.000205950621479047,0,0,0,0,0
79,120,2,32,9,T45,43,0.274809160305344,0.166462790697674,0.545809302325581,0,0,0,1,LOW,1,0.000103808797892203,0.000103808797892203,0.000103808797892203,0.000103808797892203,0,0,0.000103808797892203,0.000103808797892203
80,121,2,33,8,T45,43,0.274809160305344,0.166111627906977,0.561588372093023,0,0,0,1,LOW,1,0.000440624271939558,0.000440624271939558,0.000440624271939558,0.000440624271939558,0,0,0.000440624271939558,0.000440624271939558
81,122,2,34,7,T45,43,0.274809160305344,0.165760465116279,0.577367441860465,0,0,0,1,LOW,1,0.00080449580066297,0.00080449580066297,0.00080449580066297,0.00080449580066297,0,0,0.00080449580066297,0.00080449580066297
82,123,2,35,6,T45,43,0.274809160305344,0.165409302325581,0.593146511627907,0,0,0,1,LOW,1,0.00119542338406246,0.00119542338406246,0.00119542338406246,0.00119542338406246,0,0,0.00119542338406246,0.00119542338406246
83,124,2,36,5,T45,43,0.274809160305344,0.165058139534884,0.608925581395349,0,0,0,1,LOW,1,0.00161340702213802,0.00161340702213802,0.00161340702213802,0.00161340702213802,0,0,0.00161340702213802,0.00161340702213802
84,125,2,37,4,T45,43,0.274809160305344,0.164706976744186,0.624704651162791,0,0,0,1,LOW,1,0.00205844671488966,0.00205844671488966,0.00205844671488966,0.00205844671488966,0,0,0.00205844671488966,0.00205844671488966
85,126,2,38,3,T45,43,0.274809160305344,0.164355813953488,0.640483720930233,0,0,0,1,LOW,1,0.00253054246231737,0.00253054246231737,0.00253054246231737,0.00253054246231737,0,0,0.00253054246231737,0.00253054246231737
86,127,2,39,2,T45,43,0.274809160305344,0.164004651162791,0.656262790697674,0,0,0,1,LOW,1,0.00302969426442111,0.00302969426442111,0.00302969426442111,0.00302969426442111,0,0,0.00302969426442111,0.00302969426442111
87,128,2,40,1,T45,43,0.274809160305344,0.163653488372093,0.672041860465116,0,0,0,1,LOW,1,0.00355590212120097,0.00355590212120097,0.00355590212120097,0.00355590212120097,0,0,0.00355590212120097,0.00355590212120097
88,129,2,41,0,T45,43,0.274809160305344,0.163302325581395,0.687820930232558,0,0,0,1,LOW,1,0.00410916603265689,0.00410916603265689,0.00410916603265689,0.00410916603265689,0,0,0.00410916603265689,0.00410916603265689
89,131,3,1,39,T45,43,0.274809160305344,0.190148837209302,0.0628976744186047,0.380977831343901,0.347212967048692,-0.0337648642952095,2,MID,3.02589185771257,-0.0215350107841492,0.0122298535110603,0.0122298535110603,0.359442820559752,0.033764864295209,0.033764864295209,0.0122298535110598,0.0122298535110598
90,132,3,2,38,T45,43,0.274809160305344,0.189797674418605,0.0786767441860465,0.609141108836697,0.582409123449876,-0.0267319853868211,2,MID,2.60391912320927,-0.0161346288058286,0.0105973565809925,0.0105973565809925,0.593006480030869,0.026731985386821,0.026731985386821,0.0105973565809925,0.0105973565809925
91,133,3,3,37,T45,43,0.274809160305344,0.189446511627907,0.0944558139534884,0.489719746938851,0.499052458814195,0.00933271187534379,2,MID,1.55996271252063,-0.0167219553216936,-0.0260546671970373,0.0260546671970373,0.472997791617157,-0.00933271187534401,0.00933271187534401,-0.0260546671970376,0.0260546671970376
92,134,3,4,36,T45,43,0.274809160305344,0.189095348837209,0.11023488372093,0.381762156813899,0.392293780321571,0.0105316235076721,2,MID,1.63189741046033,-0.0163006936566273,-0.0268323171642994,0.0268323171642994,0.365461463157272,-0.0105316235076719,0.0105316235076719,-0.0268323171642993,0.0268323171642993
93,135,3,5,35,T45,43,0.274809160305344,0.188744186046512,0.126013953488372,0.28458448642565,0.295219239053526,0.0106347526278763,2,MID,1.63808515767258,-0.0150450913458593,-0.0256798439737356,0.0256798439737356,0.269539395079791,-0.010634752627876,0.010634752627876,-0.0256798439737352,0.0256798439737352
94,136,3,6,34,T45,43,0.274809160305344,0.188393023255814,0.141793023255814,0.208291529363354,0.2153450716399,0.00705354227654661,1,LOW,1.4232125365928,0.004254400673585,-0.00279914160296161,0.00279914160296161,0.212545930036939,-0.007053542276546,0.007053542276546,-0.00279914160296099,0.00279914160296099
95,137,3,7,33,T45,43,0.274809160305344,0.188041860465116,0.157572093023256,0.154122159646434,0.157605432261909,0.0034832726154744,1,LOW,1.20899635692846,0.00339149019485129,-9.17824206231144e-05,9.17824206231144e-05,0.157513649841285,-0.00348327261547501,0.00348327261547501,-9.1782420623715e-05,9.1782420623715e-05
96,138,3,8,32,T45,43,0.274809160305344,0.187690697674419,0.173351162790698,0.115794715377223,0.117445841620133,0.00165112624291001,1,LOW,1.0990675745746,0.00255165461769188,0.000900528374781867,0.000900528374781867,0.118346369994915,-0.00165112624291,0.00165112624291,0.000900528374781884,0.000900528374781884
97,139,3,9,31,T45,43,0.274809160305344,0.187339534883721,0.18913023255814,0.0880704318323879,0.0883473232290136,0.000276891396625775,1,LOW,1.01661348379755,0.00180831356588997,0.0015314221692642,0.0015314221692642,0.0898787453982779,-0.000276891396625706,0.000276891396625706,0.00153142216926427,0.00153142216926427
98,140,3,10,30,T45,43,0.274809160305344,0.186988372093023,0.204909302325581,0.0671279462605892,0.0671621817516244,3.42354910352338e-05,1,LOW,1.00205412946211,0.00116819152694382,0.00113395603590858,0.00113395603590858,0.068296137787533,-3.42354910352061e-05,3.42354910352061e-05,0.00113395603590861,0.00113395603590861
99,141,3,11,29,T45,43,0.274809160305344,0.186637209302326,0.220688372093023,0.0415862691199112,0.0432675222428423,0.00168125312293115,1,LOW,1.10087518737587,0.00051853736022905,-0.0011627157627021,0.0011627157627021,0.0421048064801402,-0.0016812531229311,0.0016812531229311,-0.00116271576270205,0.00116271576270205
100,142,3,12,28,T45,43,0.274809160305344,0.186286046511628,0.236467441860465,0.0200371461274777,0.0187178260143608,-0.00131932011311689,1,LOW,1.07915920678701,-4.51539434492684e-05,0.00127416616966762,0.00127416616966762,0.0199919921840284,0.0013193201131169,0.0013193201131169,0.00127416616966763,0.00127416616966763
101,143,3,13,27,T45,43,0.274809160305344,0.18593488372093,0.252246511627907,0.00251044383692036,0,-0.00251044383692036,1,LOW,1.15062663021522,-0.000512970908071856,0.0019974729288485,0.0019974729288485,0.0019974729288485,0.00251044383692036,0.00251044383692036,0.0019974729288485,0.0019974729288485
102,144,3,14,26,T45,43,0.274809160305344,0.185583720930233,0.268025581395349,0,0,0,1,LOW,1,-0.000745116920671627,-0.000745116920671627,0.000745116920671627,0,0,0,0,0
103,145,3,15,25,T45,43,0.274809160305344,0.185232558139535,0.283804651162791,0,0,0,1,LOW,1,-0.00091727833907388,-0.00091727833907388,0.00091727833907388,0,0,0,0,0
104,146,3,16,24,T45,43,0.274809160305344,0.184881395348837,0.299583720930233,0,0,0,1,LOW,1,-0.00106238370280006,-0.00106238370280006,0.00106238370280006,0,0,0,0,0
105,147,3,17,23,T45,43,0.274809160305344,0.18453023255814,0.315362790697674,0,0,0,1,LOW,1,-0.00118043301185011,-0.00118043301185011,0.00118043301185011,0,0,0,0,0
106,148,3,18,22,T45,43,0.274809160305344,0.184179069767442,0.331141860465116,0,0,0,1,LOW,1,-0.00127142626622414,-0.00127142626622414,0.00127142626622414,0,0,0,0,0
107,149,3,19,21,T45,43,0.274809160305344,0.183827906976744,0.346920930232558,0,0,0,1,LOW,1,-0.0013353634659221,-0.0013353634659221,0.0013353634659221,0,0,0,0,0
108,150,3,20,20,T45,43,0.274809160305344,0.183476744186047,0.3627,0,0,0,1,LOW,1,-0.00137224461094395,-0.00137224461094395,0.00137224461094395,0,0,0,0,0
109,151,3,21,19,T45,43,0.274809160305344,0.183125581395349,0.378479069767442,0,0,0,1,LOW,1,-0.00138206970128976,-0.00138206970128976,0.00138206970128976,0,0,0,0,0
110,152,3,22,18,T45,43,0.274809160305344,0.182774418604651,0.394258139534884,0,0,0,1,LOW,1,-0.0013648387369595,-0.0013648387369595,0.0013648387369595,0,0,0,0,0
111,153,3,23,17,T45,43,0.274809160305344,0.182423255813953,0.410037209302326,0,0,0,1,LOW,1,-0.00132055171795317,-0.00132055171795317,0.00132055171795317,0,0,0,0,0
112,154,3,24,16,T45,43,0.274809160305344,0.182072093023256,0.425816279069767,0,0,0,1,LOW,1,-0.00124920864427074,-0.00124920864427074,0.00124920864427074,0,0,0,0,0
113,155,3,25,15,T45,43,0.274809160305344,0.181720930232558,0.441595348837209,0,0,0,1,LOW,1,-0.00115080951591226,-0.00115080951591226,0.00115080951591226,0,0,0,0,0
114,156,3,26,14,T45,43,0.274809160305344,0.18136976744186,0.457374418604651,0,0,0,1,LOW,1,-0.0010253543328777,-0.0010253543328777,0.0010253543328777,0,0,0,0,0
115,157,3,27,13,T45,43,0.274809160305344,0.181018604651163,0.473153488372093,0,0,0,1,LOW,1,-0.000872843095167056,-0.000872843095167056,0.000872843095167056,0,0,0,0,0
116,158,3,28,12,T45,43,0.274809160305344,0.180667441860465,0.488932558139535,0,0,0,1,LOW,1,-0.000693275802780356,-0.000693275802780356,0.000693275802780356,0,0,0,0,0
117,159,3,29,11,T45,43,0.274809160305344,0.180316279069767,0.504711627906977,0,0,0,1,LOW,1,-0.000486652455717585,-0.000486652455717585,0.000486652455717585,0,0,0,0,0
118,160,3,30,10,T45,43,0.274809160305344,0.17996511627907,0.520490697674419,0,0,0,1,LOW,1,-0.000252973053978728,-0.000252973053978728,0.000252973053978728,0,0,0,0,0
119,161,3,31,9,T45,43,0.274809160305344,0.179613953488372,0.53626976744186,0,0,0,1,LOW,1,7.76240243617371e-06,7.76240243617371e-06,7.76240243617371e-06,7.76240243617371e-06,0,0,7.76240243617371e-06,7.76240243617371e-06
120,162,3,32,8,T45,43,0.274809160305344,0.179262790697674,0.552048837209302,0,0,0,1,LOW,1,0.00029555391352717,0.00029555391352717,0.00029555391352717,0.00029555391352717,0,0,0.00029555391352717,0.00029555391352717
121,163,3,33,7,T45,43,0.274809160305344,0.178911627906977,0.567827906976744,0,0,0,1,LOW,1,0.000610401479294233,0.000610401479294233,0.000610401479294233,0.000610401479294233,0,0,0.000610401479294233,0.000610401479294233
122,164,3,34,6,T45,43,0.274809160305344,0.178560465116279,0.583606976744186,0,0,0,1,LOW,1,0.000952305099737374,0.000952305099737374,0.000952305099737374,0.000952305099737374,0,0,0.000952305099737374,0.000952305099737374
123,165,3,35,5,T45,43,0.274809160305344,0.178209302325581,0.599386046511628,0,0,0,1,LOW,1,0.00132126477485659,0.00132126477485659,0.00132126477485659,0.00132126477485659,0,0,0.00132126477485659,0.00132126477485659
124,166,3,36,4,T45,43,0.274809160305344,0.177858139534884,0.61516511627907,0,0,0,1,LOW,1,0.00171728050465187,0.00171728050465187,0.00171728050465187,0.00171728050465187,0,0,0.00171728050465187,0.00171728050465187
125,167,3,37,3,T45,43,0.274809160305344,0.177506976744186,0.630944186046512,0,0,0,1,LOW,1,0.00214035228912323,0.00214035228912323,0.00214035228912323,0.00214035228912323,0,0,0.00214035228912323,0.00214035228912323
126,168,3,38,2,T45,43,0.274809160305344,0.177155813953488,0.646723255813954,0,0,0,1,LOW,1,0.00259048012827066,0.00259048012827066,0.00259048012827066,0.00259048012827066,0,0,0.00259048012827066,0.00259048012827066
127,169,3,39,1,T45,43,0.274809160305344,0.176804651162791,0.662502325581395,0,0,0,1,LOW,1,0.00306766402209412,0.00306766402209412,0.00306766402209412,0.00306766402209412,0,0,0.00306766402209412,0.00306766402209412
