SampleIndex,GridRow,GridI,GridJ,GridK,SegmentIndex,SegmentName,Label,Temperature_C,t,x,y,W25,W_T,DeltaW_Exact,FitWeight,DeltaW_Pred,DeltaW_Error,AbsDeltaW_Error,W_Corrected,W_ErrorAfterCorrection,AbsW_ErrorAfterCorrection,AbsW_ErrorBeforeCorrection
24,64,1,19,23,1,SEG_LOW,T60,60,0.491094147582697,0.158227906976744,0.334441860465116,0,0,0,1,-0.00595476449304485,-0.00595476449304485,0.00595476449304485,0,0,0,0
25,65,1,20,22,1,SEG_LOW,T60,60,0.491094147582697,0.157876744186047,0.350220930232558,0,0,0,1,-0.00605349789402946,-0.00605349789402946,0.00605349789402946,0,0,0,0
26,66,1,21,21,1,SEG_LOW,T60,60,0.491094147582697,0.157525581395349,0.366,0,0,0,1,-0.00613883492733789,-0.00613883492733789,0.00613883492733789,0,0,0,0
27,67,1,22,20,1,SEG_LOW,T60,60,0.491094147582697,0.157174418604651,0.381779069767442,0,0,0,1,-0.00621077559297003,-0.00621077559297003,0.00621077559297003,0,0,0,0
28,68,1,23,19,1,SEG_LOW,T60,60,0.491094147582697,0.156823255813954,0.397558139534884,0,0,0,1,-0.00626931989092574,-0.00626931989092574,0.00626931989092574,0,0,0,0
29,69,1,24,18,1,SEG_LOW,T60,60,0.491094147582697,0.156472093023256,0.413337209302326,0,0,0,1,-0.00631446782120529,-0.00631446782120529,0.00631446782120529,0,0,0,0
30,70,1,25,17,1,SEG_LOW,T60,60,0.491094147582697,0.156120930232558,0.429116279069767,0,0,0,1,-0.00634621938380852,-0.00634621938380852,0.00634621938380852,0,0,0,0
31,71,1,26,16,1,SEG_LOW,T60,60,0.491094147582697,0.15576976744186,0.444895348837209,0,0,0,1,-0.00636457457873544,-0.00636457457873544,0.00636457457873544,0,0,0,0
32,72,1,27,15,1,SEG_LOW,T60,60,0.491094147582697,0.155418604651163,0.460674418604651,0,0,0,1,-0.00636953340598598,-0.00636953340598598,0.00636953340598598,0,0,0,0
33,73,1,28,14,1,SEG_LOW,T60,60,0.491094147582697,0.155067441860465,0.476453488372093,0,0,0,1,-0.0063610958655603,-0.0063610958655603,0.0063610958655603,0,0,0,0
34,74,1,29,13,1,SEG_LOW,T60,60,0.491094147582697,0.154716279069767,0.492232558139535,0,0,0,1,-0.00633926195745833,-0.00633926195745833,0.00633926195745833,0,0,0,0
35,75,1,30,12,1,SEG_LOW,T60,60,0.491094147582697,0.15436511627907,0.508011627906977,0,0,0,1,-0.00630403168167998,-0.00630403168167998,0.00630403168167998,0,0,0,0
36,76,1,31,11,1,SEG_LOW,T60,60,0.491094147582697,0.154013953488372,0.523790697674419,0,0,0,1,-0.00625540503822541,-0.00625540503822541,0.00625540503822541,0,0,0,0
37,77,1,32,10,1,SEG_LOW,T60,60,0.491094147582697,0.153662790697674,0.53956976744186,0,0,0,1,-0.00619338202709454,-0.00619338202709454,0.00619338202709454,0,0,0,0
38,78,1,33,9,1,SEG_LOW,T60,60,0.491094147582697,0.153311627906977,0.555348837209302,0,0,0,1,-0.00611796264828729,-0.00611796264828729,0.00611796264828729,0,0,0,0
39,79,1,34,8,1,SEG_LOW,T60,60,0.491094147582697,0.152960465116279,0.571127906976744,0,0,0,1,-0.00602914690180381,-0.00602914690180381,0.00602914690180381,0,0,0,0
40,80,1,35,7,1,SEG_LOW,T60,60,0.491094147582697,0.152609302325581,0.586906976744186,0,0,0,1,-0.00592693478764404,-0.00592693478764404,0.00592693478764404,0,0,0,0
41,81,1,36,6,1,SEG_LOW,T60,60,0.491094147582697,0.152258139534884,0.602686046511628,0,0,0,1,-0.00581132630580791,-0.00581132630580791,0.00581132630580791,0,0,0,0
42,82,1,37,5,1,SEG_LOW,T60,60,0.491094147582697,0.151906976744186,0.61846511627907,0,0,0,1,-0.00568232145629553,-0.00568232145629553,0.00568232145629553,0,0,0,0
43,83,1,38,4,1,SEG_LOW,T60,60,0.491094147582697,0.151555813953488,0.634244186046512,0,0,0,1,-0.00553992023910687,-0.00553992023910687,0.00553992023910687,0,0,0,0
44,84,1,39,3,1,SEG_LOW,T60,60,0.491094147582697,0.151204651162791,0.650023255813953,0,0,0,1,-0.00538412265424185,-0.00538412265424185,0.00538412265424185,0,0,0,0
45,85,1,40,2,1,SEG_LOW,T60,60,0.491094147582697,0.150853488372093,0.665802325581395,0,0,0,1,-0.00521492870170058,-0.00521492870170058,0.00521492870170058,0,0,0,0
46,86,1,41,1,1,SEG_LOW,T60,60,0.491094147582697,0.150502325581395,0.681581395348837,0,0,0,1,-0.00503233838148299,-0.00503233838148299,0.00503233838148299,0,0,0,0
47,87,1,42,0,1,SEG_LOW,T60,60,0.491094147582697,0.150151162790698,0.697360465116279,0,0,0,1,-0.00483635169358909,-0.00483635169358909,0.00483635169358909,0,0,0,0
48,90,2,2,39,1,SEG_LOW,T60,60,0.491094147582697,0.176997674418605,0.0724372093023256,0.243215163301601,0.241682165835276,-0.00153299746632457,1.05109991554415,-0.013912929728982,-0.0123799322626574,0.0123799322626574,0.229302233572619,-0.012379932262657,0.012379932262657,0.00153299746632501
49,91,2,3,38,1,SEG_LOW,T60,60,0.491094147582697,0.176646511627907,0.0882162790697674,0.127498710844987,0.132986272544385,0.00548756169939776,1.18291872331326,-0.021770648712871,-0.0272582104122687,0.0272582104122687,0.105728062132116,-0.0272582104122689,0.0272582104122689,0.00548756169939799
50,92,2,4,37,1,SEG_LOW,T60,60,0.491094147582697,0.176295348837209,0.103995348837209,0.0364937815284556,0.035187475239505,-0.00130630628895058,1.04354354296502,-0.0099799240301347,-0.00867361774118412,0.00867361774118412,0.0265138574983209,-0.0086736177411841,0.0086736177411841,0.0013063062889506
51,93,2,5,36,1,SEG_LOW,T60,60,0.491094147582697,0.175944186046512,0.119774418604651,0,0,0,1,-0.00093010344219853,-0.00093010344219853,0.00093010344219853,0,0,0,0
52,94,2,6,35,1,SEG_LOW,T60,60,0.491094147582697,0.175593023255814,0.135553488372093,0,0,0,1,-0.00126161037609554,-0.00126161037609554,0.00126161037609554,0,0,0,0
53,95,2,7,34,1,SEG_LOW,T60,60,0.491094147582697,0.175241860465116,0.151332558139535,0,0,0,1,-0.00157972094231626,-0.00157972094231626,0.00157972094231626,0,0,0,0
54,96,2,8,33,1,SEG_LOW,T60,60,0.491094147582697,0.174890697674419,0.167111627906977,0,0,0,1,-0.00188443514086051,-0.00188443514086051,0.00188443514086051,0,0,0,0
55,97,2,9,32,1,SEG_LOW,T60,60,0.491094147582697,0.174539534883721,0.182890697674419,0,0,0,1,-0.00217575297172863,-0.00217575297172863,0.00217575297172863,0,0,0,0
56,98,2,10,31,1,SEG_LOW,T60,60,0.491094147582697,0.174188372093023,0.19866976744186,0,0,0,1,-0.00245367443492044,-0.00245367443492044,0.00245367443492044,0,0,0,0
57,99,2,11,30,1,SEG_LOW,T60,60,0.491094147582697,0.173837209302326,0.214448837209302,0,0,0,1,-0.00271819953043579,-0.00271819953043579,0.00271819953043579,0,0,0,0
58,100,2,12,29,1,SEG_LOW,T60,60,0.491094147582697,0.173486046511628,0.230227906976744,0,0,0,1,-0.002969328258275,-0.002969328258275,0.002969328258275,0,0,0,0
59,101,2,13,28,1,SEG_LOW,T60,60,0.491094147582697,0.17313488372093,0.246006976744186,0,0,0,1,-0.00320706061843792,-0.00320706061843792,0.00320706061843792,0,0,0,0
60,102,2,14,27,1,SEG_LOW,T60,60,0.491094147582697,0.172783720930233,0.261786046511628,0,0,0,1,-0.00343139661092439,-0.00343139661092439,0.00343139661092439,0,0,0,0
61,103,2,15,26,1,SEG_LOW,T60,60,0.491094147582697,0.172432558139535,0.27756511627907,0,0,0,1,-0.00364233623573471,-0.00364233623573471,0.00364233623573471,0,0,0,0
62,104,2,16,25,1,SEG_LOW,T60,60,0.491094147582697,0.172081395348837,0.293344186046512,0,0,0,1,-0.00383987949286871,-0.00383987949286871,0.00383987949286871,0,0,0,0
63,105,2,17,24,1,SEG_LOW,T60,60,0.491094147582697,0.17173023255814,0.309123255813953,0,0,0,1,-0.00402402638232629,-0.00402402638232629,0.00402402638232629,0,0,0,0
64,106,2,18,23,1,SEG_LOW,T60,60,0.491094147582697,0.171379069767442,0.324902325581395,0,0,0,1,-0.0041947769041077,-0.0041947769041077,0.0041947769041077,0,0,0,0
65,107,2,19,22,1,SEG_LOW,T60,60,0.491094147582697,0.171027906976744,0.340681395348837,0,0,0,1,-0.0043521310582128,-0.0043521310582128,0.0043521310582128,0,0,0,0
66,108,2,20,21,1,SEG_LOW,T60,60,0.491094147582697,0.170676744186047,0.356460465116279,0,0,0,1,-0.0044960888446415,-0.0044960888446415,0.0044960888446415,0,0,0,0
67,109,2,21,20,1,SEG_LOW,T60,60,0.491094147582697,0.170325581395349,0.372239534883721,0,0,0,1,-0.00462665026339402,-0.00462665026339402,0.00462665026339402,0,0,0,0
68,110,2,22,19,1,SEG_LOW,T60,60,0.491094147582697,0.169974418604651,0.388018604651163,0,0,0,1,-0.00474381531447023,-0.00474381531447023,0.00474381531447023,0,0,0,0
69,111,2,23,18,1,SEG_LOW,T60,60,0.491094147582697,0.169623255813953,0.403797674418605,0,0,0,1,-0.00484758399787014,-0.00484758399787014,0.00484758399787014,0,0,0,0
70,112,2,24,17,1,SEG_LOW,T60,60,0.491094147582697,0.169272093023256,0.419576744186046,0,0,0,1,-0.00493795631359364,-0.00493795631359364,0.00493795631359364,0,0,0,0
71,113,2,25,16,1,SEG_LOW,T60,60,0.491094147582697,0.168920930232558,0.435355813953488,0,0,0,1,-0.00501493226164094,-0.00501493226164094,0.00501493226164094,0,0,0,0
72,114,2,26,15,1,SEG_LOW,T60,60,0.491094147582697,0.16856976744186,0.45113488372093,0,0,0,1,-0.00507851184201195,-0.00507851184201195,0.00507851184201195,0,0,0,0
73,115,2,27,14,1,SEG_LOW,T60,60,0.491094147582697,0.168218604651163,0.466913953488372,0,0,0,1,-0.00512869505470657,-0.00512869505470657,0.00512869505470657,0,0,0,0
74,116,2,28,13,1,SEG_LOW,T60,60,0.491094147582697,0.167867441860465,0.482693023255814,0,0,0,1,-0.00516548189972498,-0.00516548189972498,0.00516548189972498,0,0,0,0
75,117,2,29,12,1,SEG_LOW,T60,60,0.491094147582697,0.167516279069767,0.498472093023256,0,0,0,1,-0.0051888723770671,-0.0051888723770671,0.0051888723770671,0,0,0,0
76,118,2,30,11,1,SEG_LOW,T60,60,0.491094147582697,0.16716511627907,0.514251162790698,0,0,0,1,-0.00519886648673281,-0.00519886648673281,0.00519886648673281,0,0,0,0
77,119,2,31,10,1,SEG_LOW,T60,60,0.491094147582697,0.166813953488372,0.53003023255814,0,0,0,1,-0.00519546422872231,-0.00519546422872231,0.00519546422872231,0,0,0,0
78,120,2,32,9,1,SEG_LOW,T60,60,0.491094147582697,0.166462790697674,0.545809302325581,0,0,0,1,-0.00517866560303554,-0.00517866560303554,0.00517866560303554,0,0,0,0
79,121,2,33,8,1,SEG_LOW,T60,60,0.491094147582697,0.166111627906977,0.561588372093023,0,0,0,1,-0.00514847060967236,-0.00514847060967236,0.00514847060967236,0,0,0,0
80,122,2,34,7,1,SEG_LOW,T60,60,0.491094147582697,0.165760465116279,0.577367441860465,0,0,0,1,-0.00510487924863295,-0.00510487924863295,0.00510487924863295,0,0,0,0
81,123,2,35,6,1,SEG_LOW,T60,60,0.491094147582697,0.165409302325581,0.593146511627907,0,0,0,1,-0.00504789151991728,-0.00504789151991728,0.00504789151991728,0,0,0,0
82,124,2,36,5,1,SEG_LOW,T60,60,0.491094147582697,0.165058139534884,0.608925581395349,0,0,0,1,-0.00497750742352521,-0.00497750742352521,0.00497750742352521,0,0,0,0
83,125,2,37,4,1,SEG_LOW,T60,60,0.491094147582697,0.164706976744186,0.624704651162791,0,0,0,1,-0.00489372695945693,-0.00489372695945693,0.00489372695945693,0,0,0,0
84,126,2,38,3,1,SEG_LOW,T60,60,0.491094147582697,0.164355813953488,0.640483720930233,0,0,0,1,-0.00479655012771233,-0.00479655012771233,0.00479655012771233,0,0,0,0
85,127,2,39,2,1,SEG_LOW,T60,60,0.491094147582697,0.164004651162791,0.656262790697674,0,0,0,1,-0.00468597692829139,-0.00468597692829139,0.00468597692829139,0,0,0,0
86,128,2,40,1,1,SEG_LOW,T60,60,0.491094147582697,0.163653488372093,0.672041860465116,0,0,0,1,-0.0045620073611942,-0.0045620073611942,0.0045620073611942,0,0,0,0
87,129,2,41,0,1,SEG_LOW,T60,60,0.491094147582697,0.163302325581395,0.687820930232558,-2.25395210212983e-16,0,2.25395210212983e-16,1.00000000000001,-0.00442464142642059,-0.00442464142642081,0.00442464142642081,0,0,0,2.25395210212983e-16
88,136,3,6,34,1,SEG_LOW,T60,60,0.491094147582697,0.188393023255814,0.141793023255814,0.209897152742355,0.199245314231528,-0.0106518385108268,1.35506128369423,-0.0212176579838911,-0.0105658194730643,0.0105658194730643,0.188679494758464,-0.0105658194730641,0.0105658194730641,0.010651838510827
89,137,3,7,33,1,SEG_LOW,T60,60,0.491094147582697,0.188041860465116,0.157572093023256,0.155614833815413,0.139256011974116,-0.0163588218412977,1.54529406137659,-0.0243922846959526,-0.0080334628546549,0.0080334628546549,0.13122254911946,-0.00803346285465562,0.00803346285465562,0.016358821841297
90,138,3,8,32,1,SEG_LOW,T60,60,0.491094147582697,0.187690697674419,0.173351162790698,0.117186926030631,0.0961357589868978,-0.0210511670437328,1.70170556812443,-0.0233066677399169,-0.00225550069618411,0.00225550069618411,0.0938802582907141,-0.00225550069618372,0.00225550069618372,0.0210511670437332
91,139,3,9,31,1,SEG_LOW,T60,60,0.491094147582697,0.187339534883721,0.18913023255814,0.0898069174259292,0.0647416692320051,-0.0250652481939241,1.8355082731308,-0.0208627891524449,0.00420245904147918,0.00420245904147918,0.0689441282734843,0.00420245904147917,0.00420245904147917,0.0250652481939241
92,140,3,10,30,1,SEG_LOW,T60,60,0.491094147582697,0.186988372093023,0.204909302325581,0.0691660059638762,0.0409502932542296,-0.0282157127096466,1.94052375698822,-0.0180864204375812,0.0101292922720654,0.0101292922720654,0.051079585526295,0.0101292922720654,0.0101292922720654,0.0282157127096466
93,141,3,11,29,1,SEG_LOW,T60,60,0.491094147582697,0.186637209302326,0.220688372093023,0.0435305902233924,0.0182580411557646,-0.0252725490676278,1.84241830225426,-0.0131284401949122,0.0121441088727156,0.0121441088727156,0.0304021500284802,0.0121441088727156,0.0121441088727156,0.0252725490676278
94,142,3,12,28,1,SEG_LOW,T60,60,0.491094147582697,0.186286046511628,0.236467441860465,0.0218994025599235,0,-0.0218994025599235,1.72998008533078,-0.00786437539419531,0.0140350271657282,0.0140350271657282,0.0140350271657282,0.0140350271657282,0.0140350271657282,0.0218994025599235
95,143,3,13,27,1,SEG_LOW,T60,60,0.491094147582697,0.18593488372093,0.252246511627907,0.00394089825749042,0,-0.00394089825749042,1.13136327524968,-0.00272230947162732,0.0012185887858631,0.0012185887858631,0.0012185887858631,0.0012185887858631,0.0012185887858631,0.00394089825749042
96,144,3,14,26,1,SEG_LOW,T60,60,0.491094147582697,0.185583720930233,0.268025581395349,0,0,0,1,-0.00169888644352455,-0.00169888644352455,0.00169888644352455,0,0,0,0
97,145,3,15,25,1,SEG_LOW,T60,60,0.491094147582697,0.185232558139535,0.283804651162791,0,0,0,1,-0.00195505045377896,-0.00195505045377896,0.00195505045377896,0,0,0,0
98,146,3,16,24,1,SEG_LOW,T60,60,0.491094147582697,0.184881395348837,0.299583720930233,0,0,0,1,-0.00219781809635705,-0.00219781809635705,0.00219781809635705,0,0,0,0
99,147,3,17,23,1,SEG_LOW,T60,60,0.491094147582697,0.18453023255814,0.315362790697674,0,0,0,1,-0.0024271893712587,-0.0024271893712587,0.0024271893712587,0,0,0,0
100,148,3,18,22,1,SEG_LOW,T60,60,0.491094147582697,0.184179069767442,0.331141860465116,0,0,0,1,-0.00264316427848419,-0.00264316427848419,0.00264316427848419,0,0,0,0
101,149,3,19,21,1,SEG_LOW,T60,60,0.491094147582697,0.183827906976744,0.346920930232558,0,0,0,1,-0.00284574281803339,-0.00284574281803339,0.00284574281803339,0,0,0,0
102,150,3,20,20,1,SEG_LOW,T60,60,0.491094147582697,0.183476744186047,0.3627,0,0,0,1,-0.00303492498990615,-0.00303492498990615,0.00303492498990615,0,0,0,0
103,151,3,21,19,1,SEG_LOW,T60,60,0.491094147582697,0.183125581395349,0.378479069767442,0,0,0,1,-0.00321071079410274,-0.00321071079410274,0.00321071079410274,0,0,0,0
104,152,3,22,18,1,SEG_LOW,T60,60,0.491094147582697,0.182774418604651,0.394258139534884,0,0,0,1,-0.00337310023062302,-0.00337310023062302,0.00337310023062302,0,0,0,0
105,153,3,23,17,1,SEG_LOW,T60,60,0.491094147582697,0.182423255813953,0.410037209302326,0,0,0,1,-0.00352209329946702,-0.00352209329946702,0.00352209329946702,0,0,0,0
106,154,3,24,16,1,SEG_LOW,T60,60,0.491094147582697,0.182072093023256,0.425816279069767,0,0,0,1,-0.0036576900006346,-0.0036576900006346,0.0036576900006346,0,0,0,0
107,155,3,25,15,1,SEG_LOW,T60,60,0.491094147582697,0.181720930232558,0.441595348837209,0,0,0,1,-0.003779890334126,-0.003779890334126,0.003779890334126,0,0,0,0
108,156,3,26,14,1,SEG_LOW,T60,60,0.491094147582697,0.18136976744186,0.457374418604651,0,0,0,1,-0.00388869429994108,-0.00388869429994108,0.00388869429994108,0,0,0,0
109,157,3,27,13,1,SEG_LOW,T60,60,0.491094147582697,0.181018604651163,0.473153488372093,0,0,0,1,-0.00398410189807976,-0.00398410189807976,0.00398410189807976,0,0,0,0
110,158,3,28,12,1,SEG_LOW,T60,60,0.491094147582697,0.180667441860465,0.488932558139535,0,0,0,1,-0.00406611312854225,-0.00406611312854225,0.00406611312854225,0,0,0,0
111,159,3,29,11,1,SEG_LOW,T60,60,0.491094147582697,0.180316279069767,0.504711627906977,0,0,0,1,-0.00413472799132844,-0.00413472799132844,0.00413472799132844,0,0,0,0
112,160,3,30,10,1,SEG_LOW,T60,60,0.491094147582697,0.17996511627907,0.520490697674419,0,0,0,1,-0.00418994648643825,-0.00418994648643825,0.00418994648643825,0,0,0,0
113,161,3,31,9,1,SEG_LOW,T60,60,0.491094147582697,0.179613953488372,0.53626976744186,0,0,0,1,-0.00423176861387183,-0.00423176861387183,0.00423176861387183,0,0,0,0
114,162,3,32,8,1,SEG_LOW,T60,60,0.491094147582697,0.179262790697674,0.552048837209302,0,0,0,1,-0.00426019437362911,-0.00426019437362911,0.00426019437362911,0,0,0,0
115,163,3,33,7,1,SEG_LOW,T60,60,0.491094147582697,0.178911627906977,0.567827906976744,0,0,0,1,-0.00427522376571002,-0.00427522376571002,0.00427522376571002,0,0,0,0
116,164,3,34,6,1,SEG_LOW,T60,60,0.491094147582697,0.178560465116279,0.583606976744186,0,0,0,1,-0.00427685679011472,-0.00427685679011472,0.00427685679011472,0,0,0,0
117,165,3,35,5,1,SEG_LOW,T60,60,0.491094147582697,0.178209302325581,0.599386046511628,0,0,0,1,-0.00426509344684308,-0.00426509344684308,0.00426509344684308,0,0,0,0
118,166,3,36,4,1,SEG_LOW,T60,60,0.491094147582697,0.177858139534884,0.61516511627907,0,0,0,1,-0.00423993373589513,-0.00423993373589513,0.00423993373589513,0,0,0,0
119,167,3,37,3,1,SEG_LOW,T60,60,0.491094147582697,0.177506976744186,0.630944186046512,0,0,0,1,-0.00420137765727092,-0.00420137765727092,0.00420137765727092,0,0,0,0
120,168,3,38,2,1,SEG_LOW,T60,60,0.491094147582697,0.177155813953488,0.646723255813954,0,0,0,1,-0.00414942521097039,-0.00414942521097039,0.00414942521097039,0,0,0,0
121,169,3,39,1,1,SEG_LOW,T60,60,0.491094147582697,0.176804651162791,0.662502325581395,0,0,0,1,-0.00408407639699352,-0.00408407639699352,0.00408407639699352,0,0,0,0
122,170,3,40,0,1,SEG_LOW,T60,60,0.491094147582697,0.176453488372093,0.678281395348837,0,0,0,1,-0.00400533121534041,-0.00400533121534041,0.00400533121534041,0,0,0,0
123,181,4,10,29,1,SEG_LOW,T60,60,0.491094147582697,0.199788372093023,0.211148837209302,0.239941266807303,0.215531669850267,-0.0244095969570363,1.81365323190121,-0.0212950693225213,0.00311452763451502,0.00311452763451502,0.218646197484782,0.0031145276345147,0.0031145276345147,0.024409596957036
124,182,4,11,28,1,SEG_LOW,T60,60,0.491094147582697,0.199437209302326,0.226927906976744,0.204679693831528,0.183759728753619,-0.0209199650779089,1.69733216926363,-0.0259530216949776,-0.00503305661706874,0.00503305661706874,0.17872667213655,-0.00503305661706865,0.00503305661706865,0.020919965077909
125,183,4,12,27,1,SEG_LOW,T60,60,0.491094147582697,0.199086046511628,0.242706976744186,0.174768435764758,0.148476177616193,-0.0262922581485643,1.87640860495214,-0.0280143453742225,-0.00172208722565816,0.00172208722565816,0.146754090390536,-0.00172208722565745,0.00172208722565745,0.026292258148565
126,184,4,13,26,1,SEG_LOW,T60,60,0.491094147582697,0.19873488372093,0.258486046511628,0.14930403597345,0.120725013544407,-0.028579022429043,1.9526340809681,-0.0283903325187107,0.000188689910332347,0.000188689910332347,0.120913703454739,0.000188689910332343,0.000188689910332343,0.028579022429043
127,185,4,14,25,1,SEG_LOW,T60,60,0.491094147582697,0.198383720930233,0.27426511627907,0.125634404307775,0.0963295884875753,-0.0293048158201995,1.97682719400665,-0.0275031723276105,0.00180164349258898,0.00180164349258898,0.0981312319801645,0.0018016434925892,0.0018016434925892,0.0293048158201997
128,186,4,15,24,1,SEG_LOW,T60,60,0.491094147582697,0.198032558139535,0.290044186046512,0.103774444371881,0.0732673706283557,-0.0305070737435251,2.0169024581175,-0.0256152920426978,0.00489178170082728,0.00489178170082728,0.0781591523291832,0.00489178170082748,0.00489178170082748,0.0305070737435253
129,187,4,16,23,1,SEG_LOW,T60,60,0.491094147582697,0.197681395348837,0.305823255813953,0.080790384743409,0.0490668714059135,-0.0317235133374955,2.05745044458318,-0.0224067736535982,0.00931673968389726,0.00931673968389726,0.0583836110898108,0.00931673968389726,0.00931673968389726,0.0317235133374955
130,188,4,17,22,1,SEG_LOW,T60,60,0.491094147582697,0.19733023255814,0.321602325581395,0.0483409072693082,0.0152561204291415,-0.0330847868401667,2.10282622800556,-0.0156183341289166,0.0174664527112501,0.0174664527112501,0.0327225731403916,0.0174664527112501,0.0174664527112501,0.0330847868401667
131,189,4,18,21,1,SEG_LOW,T60,60,0.491094147582697,0.196979069767442,0.337381395348837,0.0188624586231508,0,-0.0188624586231508,1.62874862077169,-0.0075224488289518,0.011340009794199,0.011340009794199,0.011340009794199,0.011340009794199,0.011340009794199,0.0188624586231508
132,190,4,19,20,1,SEG_LOW,T60,60,0.491094147582697,0.196627906976744,0.353160465116279,0,0,0,1,-0.00143559977250654,-0.00143559977250654,0.00143559977250654,0,0,0,0
